symbol,name,master_exchange,sector,industry,price_proxy,previous_close,share_volume,market_cap,one_yr_target,url,json_path,barchart_url,barchart_fetch_ok,barchart_fetch_round,barchart_fetch_error,barchart_implied_volatility,barchart_historical_volatility,barchart_iv_percentile,barchart_iv_rank,barchart_iv_high,barchart_iv_low,barchart_expected_move,barchart_missing_fields,stage1_step4_implied_volatility,stage1_step4_min_implied_volatility,stage1_step4_verdict,stage1_step4_fail_reason
LNT,ALLIANT ENERGY CORP,NASDAQ,Utilities,Power Generation,73.28,73.28,1950735.0,19099586886.0,81.0,https://api.nasdaq.com/api/quote/LNT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/LNT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/LNT/overview,TRUE,0,,18.82,16.13,12.0,9.84,43.64,16.11,,,18.82,75.0,FAIL,implied_volatility_below_75.0
LPTH,LIGHTPATH TECHNOLOGIES INC,NASDAQ,Technology,Semiconductors,14.28,14.28,7850173.0,1064280449.0,15.95,https://api.nasdaq.com/api/quote/LPTH/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/LPTH/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/LPTH/overview,TRUE,0,,129.33,113.67,79.0,16.48,313.78,92.94,,,129.33,75.0,PASS,
LUNR,"Intuitive Machines, Inc.",NASDAQ,Industrials,Industrial Machinery/Components,34.24,34.24,14814308.0,8303221509.0,42.0,https://api.nasdaq.com/api/quote/LUNR/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/LUNR/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/LUNR/overview,TRUE,0,,128.57,103.03,96.0,74.58,153.97,54.08,,,128.57,75.0,PASS,
LWLG,"Lightwave Logic, Inc.",NASDAQ,Industrials,Containers/Packaging,13.17,13.17,6633844.0,1979923271.0,,https://api.nasdaq.com/api/quote/LWLG/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/LWLG/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/LWLG/overview,TRUE,0,,139.96,150.35,73.0,62.04,177.3,78.96,,,139.96,75.0,PASS,
LYFT,"Lyft, Inc.",NASDAQ,Consumer Discretionary,Business Services,13.48,13.48,15630677.0,5277587195.0,18.0,https://api.nasdaq.com/api/quote/LYFT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/LYFT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/LYFT/overview,TRUE,0,,53.02,37.75,37.0,25.75,85.77,41.67,,,53.02,75.0,FAIL,implied_volatility_below_75.0
MARA,"MARA Holdings, Inc.",NASDAQ,Technology,EDP Services,13.55,13.55,40169136.0,5265345646.0,15.5,https://api.nasdaq.com/api/quote/MARA/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/MARA/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/MARA/overview,TRUE,0,,81.04,68.47,37.0,30.67,130.27,59.26,,,81.04,75.0,PASS,
MAT,MATTEL INC /DE/,NASDAQ,Consumer Discretionary,Recreational Games/Products/Toys,14.97,14.97,3966192.0,4385154000.0,18.0,https://api.nasdaq.com/api/quote/MAT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/MAT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/MAT/overview,TRUE,0,,34.93,22.99,43.0,28.05,54.09,27.46,,,34.93,75.0,FAIL,implied_volatility_below_75.0
MDLN,Medline Inc.,NASDAQ,Health Care,Medical/Dental Instruments,37.1,37.1,43070755.0,48619598950.0,53.0,https://api.nasdaq.com/api/quote/MDLN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/MDLN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/MDLN/overview,TRUE,0,,46.12,44.55,11.0,21.54,65.67,40.75,,,46.12,75.0,FAIL,implied_volatility_below_75.0
MDLZ,"Mondelez International, Inc.",NASDAQ,Consumer Staples,Packaged Foods,61.5,61.5,7050139.0,79278209548.0,68.0,https://api.nasdaq.com/api/quote/MDLZ/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/MDLZ/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/MDLZ/overview,TRUE,0,,22.88,21.25,42.0,30.48,38.25,16.14,,,22.88,75.0,FAIL,implied_volatility_below_75.0
MEOH,METHANEX CORP,NASDAQ,Industrials,Major Chemicals,59.61,59.61,1079036.0,4651139492.0,73.5,https://api.nasdaq.com/api/quote/MEOH/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/MEOH/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/MEOH/overview,TRUE,0,,58.62,45.83,84.0,69.84,70.77,30.46,,,58.62,75.0,FAIL,implied_volatility_below_75.0
MGNI,"MAGNITE, INC.",NASDAQ,Technology,"Computer Software: Programming, Data Processing",13.19,13.19,1390314.0,1890438040.0,21.5,https://api.nasdaq.com/api/quote/MGNI/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/MGNI/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/MGNI/overview,TRUE,0,,64.34,56.27,42.0,36.65,99.0,44.29,,,64.34,75.0,FAIL,implied_volatility_below_75.0
MRNA,"Moderna, Inc.",NASDAQ,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),47.26,47.26,4223682.0,18601339822.0,45.0,https://api.nasdaq.com/api/quote/MRNA/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/MRNA/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/MRNA/overview,TRUE,0,,71.93,56.85,51.0,36.31,103.33,54.03,,,71.93,75.0,FAIL,implied_volatility_below_75.0
MTCH,"Match Group, Inc.",NASDAQ,Technology,"Computer Software: Programming, Data Processing",35.66,35.66,2603483.0,8350941631.0,40.0,https://api.nasdaq.com/api/quote/MTCH/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/MTCH/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/MTCH/overview,TRUE,0,,31.63,34.04,26.0,27.71,58.63,21.28,,,31.63,75.0,FAIL,implied_volatility_below_75.0
MWH,"SOLV Energy, Inc.",NASDAQ,Industrials,Military/Government/Technical,38.12,38.12,1066280.0,7780084289.0,50.0,https://api.nasdaq.com/api/quote/MWH/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/MWH/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/MWH/overview,TRUE,2,,,,,,,,,"barchart_implied_volatility,barchart_historical_volatility,barchart_iv_percentile,barchart_iv_rank",,75.0,FAIL,missing_implied_volatility
NAVN,"Navan, Inc.",NASDAQ,Technology,Computer Software: Prepackaged Software,18.55,18.55,4620013.0,5020745072.0,22.0,https://api.nasdaq.com/api/quote/NAVN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NAVN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NAVN/overview,TRUE,0,,86.18,41.87,27.0,27.82,151.14,61.14,,,86.18,75.0,PASS,
NCNO,"nCino, Inc.",NASDAQ,Technology,Computer Software: Prepackaged Software,15.83,15.83,2746967.0,1748329190.0,23.0,https://api.nasdaq.com/api/quote/NCNO/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NCNO/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NCNO/overview,TRUE,0,,81.48,44.31,98.0,88.65,87.66,33.15,,,81.48,75.0,PASS,
NESR,National Energy Services Reunited Corp.,NASDAQ,Energy,Oilfield Services/Equipment,26.29,26.29,1335294.0,2597825289.0,32.0,https://api.nasdaq.com/api/quote/NESR/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NESR/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NESR/overview,TRUE,0,,52.25,46.34,8.0,5.59,143.27,46.86,,,52.25,75.0,FAIL,implied_volatility_below_75.0
NMRK,"NEWMARK GROUP, INC.",NASDAQ,Finance,Real Estate,14.53,14.53,1158815.0,2591904668.0,19.0,https://api.nasdaq.com/api/quote/NMRK/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NMRK/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NMRK/overview,TRUE,0,,45.05,41.23,33.0,16.56,149.82,24.26,,,45.05,75.0,FAIL,implied_volatility_below_75.0
NN,NEXTNAV INC.,NASDAQ,Industrials,Industrial Machinery/Components,21.38,21.38,1524525.0,2966139054.0,27.0,https://api.nasdaq.com/api/quote/NN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NN/overview,TRUE,0,,85.74,114.03,22.0,21.33,148.92,68.61,,,85.74,75.0,PASS,
NNE,Nano Nuclear Energy Inc.,NASDAQ,Utilities,Electric Utilities: Central,25.08,25.08,2138422.0,1392186449.0,45.5,https://api.nasdaq.com/api/quote/NNE/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NNE/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NNE/overview,TRUE,0,,96.27,115.14,58.0,38.81,132.6,73.22,,,96.27,75.0,PASS,
NRIX,"Nurix Therapeutics, Inc.",NASDAQ,Health Care,Biotechnology: Pharmaceutical Preparations,17.53,17.53,1053817.0,1809601728.0,30.0,https://api.nasdaq.com/api/quote/NRIX/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NRIX/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NRIX/overview,TRUE,0,,129.66,43.84,62.0,22.26,325.58,73.56,,,129.66,75.0,PASS,
NTLA,"Intellia Therapeutics, Inc.",NASDAQ,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,12.37,12.37,3198935.0,1760500690.0,18.0,https://api.nasdaq.com/api/quote/NTLA/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NTLA/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NTLA/overview,TRUE,0,,83.03,82.9,31.0,14.45,154.61,70.94,,,83.03,75.0,PASS,
NTNX,"Nutanix, Inc.",NASDAQ,Technology,Computer Software: Prepackaged Software,44.69,44.69,5829565.0,12496794011.0,57.5,https://api.nasdaq.com/api/quote/NTNX/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NTNX/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NTNX/overview,TRUE,0,,72.86,48.85,96.0,86.9,79.17,31.05,,,72.86,75.0,FAIL,implied_volatility_below_75.0
NTSK,Netskope Inc,NASDAQ,Technology,Computer Software: Prepackaged Software,11.57,11.57,3058316.0,4703693119.0,17.0,https://api.nasdaq.com/api/quote/NTSK/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NTSK/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NTSK/overview,TRUE,0,,97.29,48.17,93.0,75.46,108.62,62.45,,,97.29,75.0,PASS,
NVTS,Navitas Semiconductor Corp,NASDAQ,Technology,Semiconductors,24.38,24.38,51184372.0,6836110106.0,12.5,https://api.nasdaq.com/api/quote/NVTS/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NVTS/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NVTS/overview,TRUE,0,,145.92,161.41,95.0,58.47,196.43,74.8,,,145.92,75.0,PASS,
NWS,NEWS CORP,NASDAQ,Consumer Discretionary,Newspapers/Magazines,30.08,30.08,1022361.0,16248219837.0,37.5,https://api.nasdaq.com/api/quote/NWS/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NWS/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NWS/overview,TRUE,0,,39.78,21.99,37.0,26.59,90.09,21.55,,,39.78,75.0,FAIL,implied_volatility_below_75.0
NWSA,NEWS CORP,NASDAQ,Consumer Discretionary,Newspapers/Magazines,26.26,26.26,3844101.0,14173396616.0,36.5,https://api.nasdaq.com/api/quote/NWSA/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NWSA/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NWSA/overview,TRUE,0,,31.29,21.81,35.0,17.61,80.17,20.84,,,31.29,75.0,FAIL,implied_volatility_below_75.0
OLMA,"Olema Pharmaceuticals, Inc.",NASDAQ,Health Care,Biotechnology: Pharmaceutical Preparations,14.06,14.06,1067401.0,1194913403.0,40.0,https://api.nasdaq.com/api/quote/OLMA/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/OLMA/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/OLMA/overview,TRUE,0,,137.94,44.18,55.0,26.9,416.48,35.47,,,137.94,75.0,PASS,
ONB,OLD NATIONAL BANCORP /IN/,NASDAQ,Finance,Major Banks,23.82,23.82,2153161.0,9249769620.0,28.0,https://api.nasdaq.com/api/quote/ONB/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/ONB/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/ONB/overview,TRUE,0,,33.21,23.1,13.0,12.17,95.04,24.65,,,33.21,75.0,FAIL,implied_volatility_below_75.0
OPCH,"Option Care Health, Inc.",NASDAQ,Health Care,Medical/Nursing Services,21.52,21.52,2480205.0,3286585659.0,30.0,https://api.nasdaq.com/api/quote/OPCH/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/OPCH/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/OPCH/overview,TRUE,0,,43.7,89.09,75.0,45.19,69.43,22.47,,,43.7,75.0,FAIL,implied_volatility_below_75.0
ORKA,"Oruka Therapeutics, Inc.",NASDAQ,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,58.69,58.69,1101906.0,3655516442.0,133.0,https://api.nasdaq.com/api/quote/ORKA/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/ORKA/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/ORKA/overview,TRUE,0,,74.3,71.77,5.0,9.1,206.4,61.08,,,74.3,75.0,FAIL,implied_volatility_below_75.0
OTEX,OPEN TEXT CORP,NASDAQ,Technology,EDP Services,23.22,23.22,2604555.0,5881647176.0,27.0,https://api.nasdaq.com/api/quote/OTEX/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/OTEX/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/OTEX/overview,TRUE,0,,48.32,39.83,80.0,62.63,63.35,23.14,,,48.32,75.0,FAIL,implied_volatility_below_75.0
OUST,"Ouster, Inc.",NASDAQ,Industrials,Industrial Machinery/Components,35.09,35.09,5490752.0,2349964200.0,40.0,https://api.nasdaq.com/api/quote/OUST/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/OUST/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/OUST/overview,TRUE,0,,112.23,115.49,73.0,59.76,136.9,75.59,,,112.23,75.0,PASS,
PAA,PLAINS ALL AMERICAN PIPELINE LP,NASDAQ,Energy,Natural Gas Distribution,23.68,23.68,2731254.0,17038590144.0,24.0,https://api.nasdaq.com/api/quote/PAA/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PAA/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PAA/overview,TRUE,0,,21.46,21.97,52.0,38.07,34.04,13.72,,,21.46,75.0,FAIL,implied_volatility_below_75.0
PAGP,PLAINS GP HOLDINGS LP,NASDAQ,Energy,Natural Gas Distribution,25.51,25.51,2093995.0,5135612018.0,24.0,https://api.nasdaq.com/api/quote/PAGP/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PAGP/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PAGP/overview,TRUE,0,,23.12,21.69,92.0,68.39,27.36,13.96,,,23.12,75.0,FAIL,implied_volatility_below_75.0
PCT,"PureCycle Technologies, Inc.",NASDAQ,Industrials,Major Chemicals,11.33,11.33,3915233.0,2047375386.0,14.0,https://api.nasdaq.com/api/quote/PCT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PCT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PCT/overview,TRUE,0,,94.79,86.7,63.0,61.05,125.37,46.85,,,94.79,75.0,PASS,
PCVX,"Vaxcyte, Inc.",NASDAQ,Health Care,Biotechnology: Pharmaceutical Preparations,47.39,47.39,1328382.0,6830010359.0,110.0,https://api.nasdaq.com/api/quote/PCVX/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PCVX/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PCVX/overview,TRUE,0,,48.31,46.93,5.0,6.24,90.62,45.5,,,48.31,75.0,FAIL,implied_volatility_below_75.0
PEGA,PEGASYSTEMS INC,NASDAQ,Technology,EDP Services,34.25,34.25,1370440.0,5740436352.0,58.0,https://api.nasdaq.com/api/quote/PEGA/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PEGA/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PEGA/overview,TRUE,0,,57.15,52.81,73.0,46.79,86.38,31.43,,,57.15,75.0,FAIL,implied_volatility_below_75.0
PENG,"Penguin Solutions, Inc.",NASDAQ,Technology,Semiconductors,48.81,48.81,3178030.0,2700274901.0,33.0,https://api.nasdaq.com/api/quote/PENG/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PENG/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PENG/overview,TRUE,0,,106.78,72.84,99.0,98.41,107.86,39.8,,,106.78,75.0,PASS,
PENN,"PENN Entertainment, Inc.",NASDAQ,Consumer Discretionary,Hotels/Resorts,16.7,16.7,3204166.0,2259276102.0,21.0,https://api.nasdaq.com/api/quote/PENN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PENN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PENN/overview,TRUE,0,,48.5,55.48,31.0,31.66,72.68,37.31,,,48.5,75.0,FAIL,implied_volatility_below_75.0
PGNY,"Progyny, Inc.",NASDAQ,Health Care,Misc Health and Biotechnology Services,24.69,24.69,1464435.0,1948909366.0,30.0,https://api.nasdaq.com/api/quote/PGNY/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PGNY/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PGNY/overview,TRUE,0,,39.03,68.95,10.0,15.7,82.24,30.99,,,39.03,75.0,FAIL,implied_volatility_below_75.0
PGY,Pagaya Technologies Ltd.,NASDAQ,Finance,Finance: Consumer Services,13.08,13.08,3815149.0,1083298340.0,27.0,https://api.nasdaq.com/api/quote/PGY/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PGY/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PGY/overview,TRUE,0,,76.0,65.68,15.0,33.99,117.25,54.77,,,76.0,75.0,PASS,
POET,POET TECHNOLOGIES INC.,NASDAQ,Technology,Semiconductors,14.82,14.82,33765995.0,2230717682.0,7.3,https://api.nasdaq.com/api/quote/POET/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/POET/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/POET/overview,TRUE,0,,146.94,290.73,93.0,66.06,198.72,46.16,,,146.94,75.0,PASS,
POWI,POWER INTEGRATIONS INC,NASDAQ,Technology,Semiconductors,70.48,70.48,1163458.0,3947760866.0,73.5,https://api.nasdaq.com/api/quote/POWI/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/POWI/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/POWI/overview,TRUE,0,,71.98,63.1,86.0,35.15,145.8,31.97,,,71.98,75.0,FAIL,implied_volatility_below_75.0
PPTA,PERPETUA RESOURCES CORP.,NASDAQ,Basic Materials,Precious Metals,26.72,26.72,2736902.0,3167392816.0,39.8,https://api.nasdaq.com/api/quote/PPTA/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PPTA/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PPTA/overview,TRUE,0,,76.51,80.2,39.0,28.91,114.18,61.19,,,76.51,75.0,PASS,
PRCT,PROCEPT BioRobotics Corp,NASDAQ,Health Care,Medical/Dental Instruments,28.93,28.93,1120090.0,1650646476.0,31.0,https://api.nasdaq.com/api/quote/PRCT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PRCT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PRCT/overview,TRUE,0,,59.12,67.98,30.0,18.78,108.86,47.62,,,59.12,75.0,FAIL,implied_volatility_below_75.0
PSKY,Paramount Skydance Corp,NASDAQ,Industrials,Broadcasting,10.28,10.28,5045316.0,11706550187.0,12.0,https://api.nasdaq.com/api/quote/PSKY/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PSKY/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PSKY/overview,TRUE,0,,47.31,43.81,8.0,1.53,209.6,44.79,,,47.31,75.0,FAIL,implied_volatility_below_75.0
PTEN,PATTERSON UTI ENERGY INC,NASDAQ,Energy,Oil & Gas Production,12.21,12.21,5651926.0,4673093308.0,12.0,https://api.nasdaq.com/api/quote/PTEN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PTEN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PTEN/overview,TRUE,0,,55.14,58.78,31.0,26.4,79.93,46.24,,,55.14,75.0,FAIL,implied_volatility_below_75.0
PTRN,Pattern Group Inc.,NASDAQ,Consumer Discretionary,Catalog/Specialty Distribution,17.61,17.61,1379389.0,3222500069.0,23.0,https://api.nasdaq.com/api/quote/PTRN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PTRN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PTRN/overview,TRUE,0,,90.44,60.45,26.0,29.82,146.75,66.52,,,90.44,75.0,PASS,
PYPL,"PayPal Holdings, Inc.",NASDAQ,Industrials,Diversified Commercial Services,44.3,44.3,10691690.0,39015525955.0,48.0,https://api.nasdaq.com/api/quote/PYPL/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PYPL/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PYPL/overview,TRUE,0,,32.16,34.35,32.0,19.19,55.58,26.59,,,32.16,75.0,FAIL,implied_volatility_below_75.0
QFIN,"Qfin Holdings, Inc.",NASDAQ,Finance,Finance: Consumer Services,12.36,12.36,3144626.0,1418409449.0,25.4,https://api.nasdaq.com/api/quote/QFIN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/QFIN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/QFIN/overview,TRUE,0,,73.68,45.49,97.0,75.95,83.67,42.14,,,73.68,75.0,FAIL,implied_volatility_below_75.0
QUBT,Quantum Computing Inc.,NASDAQ,Technology,Computer Software: Prepackaged Software,11.41,11.41,68053944.0,2776335690.0,18.0,https://api.nasdaq.com/api/quote/QUBT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/QUBT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/QUBT/overview,TRUE,0,,108.51,114.89,72.0,43.31,152.99,74.54,,,108.51,75.0,PASS,
RARE,Ultragenyx Pharmaceutical Inc.,NASDAQ,Health Care,Biotechnology: Pharmaceutical Preparations,23.71,23.71,1130581.0,2303662949.0,48.5,https://api.nasdaq.com/api/quote/RARE/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/RARE/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/RARE/overview,TRUE,0,,49.52,39.98,19.0,7.95,187.31,37.62,,,49.52,75.0,FAIL,implied_volatility_below_75.0
RELY,"Remitly Global, Inc.",NASDAQ,Consumer Discretionary,Business Services,21.57,21.57,2151100.0,4543908085.0,27.5,https://api.nasdaq.com/api/quote/RELY/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/RELY/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/RELY/overview,TRUE,0,,43.06,42.52,22.0,18.4,88.8,32.74,,,43.06,75.0,FAIL,implied_volatility_below_75.0
REYN,Reynolds Consumer Products Inc.,NASDAQ,Consumer Discretionary,Containers/Packaging,21.62,21.62,1115218.0,4592621145.0,24.0,https://api.nasdaq.com/api/quote/REYN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/REYN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/REYN/overview,TRUE,0,,49.51,24.5,49.0,27.35,152.25,10.83,,,49.51,75.0,FAIL,implied_volatility_below_75.0
RGTI,"Rigetti Computing, Inc.",NASDAQ,Technology,EDP Services,22.04,22.04,204233244.0,8781976481.0,30.5,https://api.nasdaq.com/api/quote/RGTI/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/RGTI/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/RGTI/overview,TRUE,0,,122.93,127.11,87.0,51.47,168.74,74.35,,,122.93,75.0,PASS,
RIOT,"Riot Platforms, Inc.",NASDAQ,Finance,Finance: Consumer Services,24.47,24.47,11155160.0,9252669929.0,25.0,https://api.nasdaq.com/api/quote/RIOT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/RIOT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/RIOT/overview,TRUE,0,,84.03,79.03,48.0,34.36,118.13,66.18,,,84.03,75.0,PASS,
RIVN,"Rivian Automotive, Inc. / DE",NASDAQ,Industrials,Auto Manufacturing,14.15,14.15,27073449.0,17923141031.0,17.0,https://api.nasdaq.com/api/quote/RIVN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/RIVN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/RIVN/overview,TRUE,0,,60.26,49.37,27.0,37.09,83.35,46.65,,,60.26,75.0,FAIL,implied_volatility_below_75.0
